Designator,Mid X,Mid Y,Layer,Rotation
R225,43.34,58.58,Top,270
R226,32.7,55.88,Top,270
R227,48.58,63.66,Top,0
R228,48.58,56.52,Top,0
R229,37.78,63.98,Top,180
R230,37.31,56.52,Top,180
R231,44.29,56.52,Top,0
R232,56.04,60.64,Top,0
R233,61.6,57.79,Top,270
R234,58.58,61.12,Top,180
R235,62.71,57.79,Top,270
R236,33.81,58.9,Top,90
R237,59.85,56.52,Top,180
R238,53.02,57.47,Top,90
R239,51.12,59.21,Top,0
R240,53.02,59.69,Top,90
R241,51.12,57.94,Top,0
R242,39.85,60.64,Top,180
R243,39.37,56.52,Top,0
R244,37.78,30.96,Top,0
R245,41.43,26.83,Top,180
R246,43.34,28.89,Top,270
R247,32.7,27.78,Top,270
R248,49.85,31.27,Top,0
R249,48.58,26.83,Top,0
R250,35.72,30.96,Top,0
R251,37.31,26.83,Top,180
R252,44.29,26.83,Top,0
R253,55.56,30.96,Top,0
R254,61.6,28.1,Top,270
R255,58.26,31.43,Top,180
R256,62.71,28.1,Top,270
R257,33.81,29.21,Top,90
R258,60.01,26.83,Top,180
R259,51.12,26.83,Top,0
R260,51.12,29.05,Top,0
R261,53.02,30,Top,90
R262,51.12,27.94,Top,0
R263,39.85,30.96,Top,180
R264,39.37,26.83,Top,0
R267,79.53,33.5,Top,270
R268,75.41,29.37,Top,90
R269,77.47,27.94,Top,180
R270,71.44,35.56,Top,0
R271,82.87,20.16,Top,90
R272,71.44,21.43,Top,0
R273,79.53,35.56,Top,270
R274,75.41,33.66,Top,90
R275,75.41,26.99,Top,270
R276,79.53,19.37,Top,270
R277,76.52,14.29,Top,180
R278,81.12,14.13,Top,90
R279,76.52,13.18,Top,180
R280,77.79,37.47,Top,0
R281,75.41,16.67,Top,90
R282,76.68,22.7,Top,0
R283,78.9,23.81,Top,180
R284,78.9,22.7,Top,0
R285,76.84,23.81,Top,0
R286,79.53,31.43,Top,90
R287,75.41,31.59,Top,270
R288,79.53,44.13,Top,270
R289,75.41,39.05,Top,270
RV1,68.9,82.71,Top,-180
RV2,63.82,82.71,Top,-180
RV3,79.06,82.71,Top,-180
RV4,73.98,82.71,Top,-180
SV1,102.23,28.58,Top,90
VOICE_CTRL_ANALOG,1.27,38.42,Top,270
VOICE_CTRL_DIGITAL,1.27,79.06,Top,90
VOICE_CTRL_PWR,1.27,13.97,Top,90
IC35-0,19.69,68.9,Top,90
IC35-1,4.45,68.9,Top,90
IC30-0,94.62,66.68,Top,270
IC30-1,94.62,23.5,Top,270
IC23-0,19.69,24.45,Top,90
IC23-1,4.45,24.45,Top,90
IC8-0,43.5,4.76,Top,0
IC8-1,43.5,20,Top,0
